departure_date,booking_date,cum_bookings
5/29/2012,5/3/2012,36
5/29/2012,5/4/2012,39
5/29/2012,5/5/2012,39
5/29/2012,5/6/2012,41
5/29/2012,5/7/2012,41
5/29/2012,5/8/2012,42
5/29/2012,5/9/2012,45
5/29/2012,5/10/2012,48
5/29/2012,5/11/2012,51
5/29/2012,5/12/2012,51
5/29/2012,5/13/2012,51
5/29/2012,5/14/2012,57
5/29/2012,5/15/2012,64
5/29/2012,5/16/2012,68
5/29/2012,5/17/2012,74
5/29/2012,5/18/2012,85
5/29/2012,5/19/2012,88
5/29/2012,5/20/2012,90
5/29/2012,5/21/2012,94
5/29/2012,5/22/2012,107
5/29/2012,5/23/2012,129
5/29/2012,5/24/2012,150
5/29/2012,5/25/2012,159
5/29/2012,5/26/2012,164
5/29/2012,5/27/2012,169
5/29/2012,5/28/2012,186
5/29/2012,5/29/2012,256
5/30/2012,3/31/2012,0
5/30/2012,4/1/2012,0
5/30/2012,4/2/2012,0
5/30/2012,4/3/2012,0
5/30/2012,4/4/2012,0
5/30/2012,4/5/2012,0
5/30/2012,4/6/2012,0
5/30/2012,4/7/2012,0
5/30/2012,4/8/2012,0
5/30/2012,4/9/2012,0
5/30/2012,4/10/2012,0
5/30/2012,4/11/2012,0
5/30/2012,4/12/2012,2
5/30/2012,4/13/2012,2
5/30/2012,4/14/2012,2
5/30/2012,4/15/2012,2
5/30/2012,4/16/2012,2
5/30/2012,4/17/2012,2
5/30/2012,4/18/2012,7
5/30/2012,4/19/2012,7
5/30/2012,4/20/2012,7
5/30/2012,4/21/2012,9
5/30/2012,4/22/2012,9
5/30/2012,4/23/2012,9
5/30/2012,4/24/2012,10
5/30/2012,4/25/2012,14
5/30/2012,4/26/2012,21
5/30/2012,4/27/2012,23
5/30/2012,4/28/2012,23
5/30/2012,4/29/2012,23
5/30/2012,4/30/2012,26
5/30/2012,5/1/2012,26
5/30/2012,5/2/2012,30
5/30/2012,5/3/2012,36
5/30/2012,5/4/2012,43
5/30/2012,5/5/2012,43
5/30/2012,5/6/2012,45
5/30/2012,5/7/2012,47
5/30/2012,5/8/2012,52
5/30/2012,5/9/2012,57
5/30/2012,5/10/2012,68
5/30/2012,5/11/2012,73
5/30/2012,5/12/2012,73
5/30/2012,5/13/2012,73
5/30/2012,5/14/2012,78
5/30/2012,5/15/2012,83
5/30/2012,5/16/2012,88
5/30/2012,5/17/2012,95
5/30/2012,5/18/2012,106
5/30/2012,5/19/2012,109
5/30/2012,5/20/2012,111
5/30/2012,5/21/2012,119
5/30/2012,5/22/2012,134
5/30/2012,5/23/2012,156
5/30/2012,5/24/2012,180
5/30/2012,5/25/2012,195
5/30/2012,5/26/2012,196
5/30/2012,5/27/2012,201
5/30/2012,5/28/2012,215
5/30/2012,5/29/2012,271
5/30/2012,5/30/2012,334
5/31/2012,4/1/2012,0
5/31/2012,4/2/2012,0
5/31/2012,4/3/2012,0
5/31/2012,4/4/2012,2
5/31/2012,4/5/2012,2
5/31/2012,4/6/2012,2
5/31/2012,4/7/2012,2
5/31/2012,4/8/2012,2
5/31/2012,4/9/2012,2
5/31/2012,4/10/2012,2
5/31/2012,4/11/2012,2
5/31/2012,4/12/2012,2
5/31/2012,4/13/2012,2
5/31/2012,4/14/2012,2
5/31/2012,4/15/2012,2
5/31/2012,4/16/2012,2
5/31/2012,4/17/2012,2
5/31/2012,4/18/2012,7
5/31/2012,4/19/2012,7
5/31/2012,4/20/2012,7
5/31/2012,4/21/2012,9
5/31/2012,4/22/2012,9
5/31/2012,4/23/2012,9
5/31/2012,4/24/2012,10
5/31/2012,4/25/2012,12
5/31/2012,4/26/2012,19
5/31/2012,4/27/2012,20
5/31/2012,4/28/2012,20
5/31/2012,4/29/2012,20
5/31/2012,4/30/2012,22
5/31/2012,5/1/2012,22
5/31/2012,5/2/2012,22
5/31/2012,5/3/2012,23
5/31/2012,5/4/2012,27
5/31/2012,5/5/2012,27
5/31/2012,5/6/2012,29
5/31/2012,5/7/2012,31
5/31/2012,5/8/2012,33
5/31/2012,5/9/2012,35
5/31/2012,5/10/2012,36
5/31/2012,5/11/2012,39
5/31/2012,5/12/2012,39
5/31/2012,5/13/2012,39
5/31/2012,5/14/2012,44
5/31/2012,5/15/2012,46
5/31/2012,5/16/2012,47
5/31/2012,5/17/2012,49
5/31/2012,5/18/2012,55
5/31/2012,5/19/2012,58
5/31/2012,5/20/2012,61
5/31/2012,5/21/2012,69
5/31/2012,5/22/2012,80
5/31/2012,5/23/2012,89
5/31/2012,5/24/2012,101
5/31/2012,5/25/2012,108
5/31/2012,5/26/2012,109
5/31/2012,5/27/2012,113
5/31/2012,5/28/2012,117
5/31/2012,5/29/2012,155
5/31/2012,5/30/2012,187
5/31/2012,5/31/2012,222
6/1/2012,4/2/2012,0
6/1/2012,4/3/2012,0
6/1/2012,4/4/2012,0
6/1/2012,4/5/2012,0
6/1/2012,4/6/2012,0
6/1/2012,4/7/2012,0
6/1/2012,4/8/2012,0
6/1/2012,4/9/2012,0
6/1/2012,4/10/2012,0
6/1/2012,4/11/2012,0
6/1/2012,4/12/2012,0
6/1/2012,4/13/2012,0
6/1/2012,4/14/2012,0
6/1/2012,4/15/2012,0
6/1/2012,4/16/2012,0
6/1/2012,4/17/2012,0
6/1/2012,4/18/2012,2
6/1/2012,4/19/2012,2
6/1/2012,4/20/2012,2
6/1/2012,4/21/2012,4
6/1/2012,4/22/2012,4
6/1/2012,4/23/2012,4
6/1/2012,4/24/2012,4
6/1/2012,4/25/2012,6
6/1/2012,4/26/2012,8
6/1/2012,4/27/2012,8
6/1/2012,4/28/2012,8
6/1/2012,4/29/2012,8
6/1/2012,4/30/2012,8
6/1/2012,5/1/2012,8
6/1/2012,5/2/2012,8
6/1/2012,5/3/2012,8
6/1/2012,5/4/2012,9
6/1/2012,5/5/2012,9
6/1/2012,5/6/2012,11
6/1/2012,5/7/2012,12
6/1/2012,5/8/2012,13
6/1/2012,5/9/2012,14
6/1/2012,5/10/2012,14
6/1/2012,5/11/2012,21
6/1/2012,5/12/2012,21
6/1/2012,5/13/2012,21
6/1/2012,5/14/2012,25
6/1/2012,5/15/2012,25
6/1/2012,5/16/2012,25
6/1/2012,5/17/2012,29
6/1/2012,5/18/2012,33
6/1/2012,5/19/2012,35
6/1/2012,5/20/2012,37
6/1/2012,5/21/2012,37
6/1/2012,5/22/2012,38
6/1/2012,5/23/2012,42
6/1/2012,5/24/2012,44
6/1/2012,5/25/2012,50
6/1/2012,5/26/2012,52
6/1/2012,5/27/2012,52
6/1/2012,5/28/2012,56
6/1/2012,5/29/2012,69
6/1/2012,5/30/2012,81
6/1/2012,5/31/2012,98
6/1/2012,6/1/2012,131
6/2/2012,4/3/2012,0
6/2/2012,4/4/2012,0
6/2/2012,4/5/2012,0
6/2/2012,4/6/2012,0
6/2/2012,4/7/2012,0
6/2/2012,4/8/2012,0
6/2/2012,4/9/2012,0
6/2/2012,4/10/2012,0
6/2/2012,4/11/2012,0
6/2/2012,4/12/2012,0
6/2/2012,4/13/2012,0
6/2/2012,4/14/2012,0
6/2/2012,4/15/2012,0
6/2/2012,4/16/2012,0
6/2/2012,4/17/2012,0
6/2/2012,4/18/2012,2
6/2/2012,4/19/2012,2
6/2/2012,4/20/2012,2
6/2/2012,4/21/2012,5
6/2/2012,4/22/2012,5
6/2/2012,4/23/2012,5
6/2/2012,4/24/2012,5
6/2/2012,4/25/2012,7
6/2/2012,4/26/2012,7
6/2/2012,4/27/2012,7
6/2/2012,4/28/2012,7
6/2/2012,4/29/2012,7
6/2/2012,4/30/2012,7
6/2/2012,5/1/2012,9
6/2/2012,5/2/2012,9
6/2/2012,5/3/2012,9
6/2/2012,5/4/2012,12
6/2/2012,5/5/2012,12
6/2/2012,5/6/2012,14
6/2/2012,5/7/2012,19
6/2/2012,5/8/2012,21
6/2/2012,5/9/2012,25
6/2/2012,5/10/2012,25
6/2/2012,5/11/2012,32
6/2/2012,5/12/2012,32
6/2/2012,5/13/2012,32
6/2/2012,5/14/2012,36
6/2/2012,5/15/2012,38
6/2/2012,5/16/2012,42
6/2/2012,5/17/2012,48
6/2/2012,5/18/2012,52
6/2/2012,5/19/2012,56
6/2/2012,5/20/2012,58
6/2/2012,5/21/2012,59
6/2/2012,5/22/2012,60
6/2/2012,5/23/2012,61
6/2/2012,5/24/2012,65
6/2/2012,5/25/2012,69
6/2/2012,5/26/2012,69
6/2/2012,5/27/2012,69
6/2/2012,5/28/2012,71
6/2/2012,5/29/2012,78
6/2/2012,5/30/2012,98
6/2/2012,5/31/2012,106
6/2/2012,6/1/2012,118
6/2/2012,6/2/2012,141
6/3/2012,4/4/2012,0
6/3/2012,4/5/2012,0
6/3/2012,4/6/2012,0
6/3/2012,4/7/2012,0
6/3/2012,4/8/2012,0
6/3/2012,4/9/2012,0
6/3/2012,4/10/2012,0
6/3/2012,4/11/2012,0
6/3/2012,4/12/2012,0
6/3/2012,4/13/2012,0
6/3/2012,4/14/2012,0
6/3/2012,4/15/2012,0
6/3/2012,4/16/2012,0
6/3/2012,4/17/2012,0
6/3/2012,4/18/2012,2
6/3/2012,4/19/2012,2
6/3/2012,4/20/2012,2
6/3/2012,4/21/2012,7
6/3/2012,4/22/2012,7
6/3/2012,4/23/2012,7
6/3/2012,4/24/2012,7
6/3/2012,4/25/2012,7
6/3/2012,4/26/2012,7
6/3/2012,4/27/2012,7
6/3/2012,4/28/2012,7
6/3/2012,4/29/2012,7
6/3/2012,4/30/2012,7
6/3/2012,5/1/2012,11
6/3/2012,5/2/2012,14
6/3/2012,5/3/2012,14
6/3/2012,5/4/2012,21
6/3/2012,5/5/2012,21
6/3/2012,5/6/2012,23
6/3/2012,5/7/2012,28
6/3/2012,5/8/2012,39
6/3/2012,5/9/2012,41
6/3/2012,5/10/2012,41
6/3/2012,5/11/2012,51
6/3/2012,5/12/2012,51
6/3/2012,5/13/2012,53
6/3/2012,5/14/2012,68
6/3/2012,5/15/2012,73
6/3/2012,5/16/2012,76
6/3/2012,5/17/2012,80
6/3/2012,5/18/2012,84
6/3/2012,5/19/2012,87
6/3/2012,5/20/2012,89
6/3/2012,5/21/2012,96
6/3/2012,5/22/2012,104
6/3/2012,5/23/2012,117
6/3/2012,5/24/2012,125
6/3/2012,5/25/2012,131
6/3/2012,5/26/2012,132
6/3/2012,5/27/2012,136
6/3/2012,5/28/2012,136
6/3/2012,5/29/2012,146
6/3/2012,5/30/2012,149
6/3/2012,5/31/2012,161
6/3/2012,6/1/2012,166
6/3/2012,6/2/2012,171
6/3/2012,6/3/2012,190
6/4/2012,4/5/2012,0
6/4/2012,4/6/2012,0
6/4/2012,4/7/2012,0
6/4/2012,4/8/2012,0
6/4/2012,4/9/2012,0
6/4/2012,4/10/2012,0
6/4/2012,4/11/2012,0
6/4/2012,4/12/2012,0
6/4/2012,4/13/2012,0
6/4/2012,4/14/2012,0
6/4/2012,4/15/2012,0
6/4/2012,4/16/2012,1
6/4/2012,4/17/2012,3
6/4/2012,4/18/2012,5
6/4/2012,4/19/2012,5
6/4/2012,4/20/2012,5
6/4/2012,4/21/2012,10
6/4/2012,4/22/2012,10
6/4/2012,4/23/2012,10
6/4/2012,4/24/2012,11
6/4/2012,4/25/2012,11
6/4/2012,4/26/2012,16
6/4/2012,4/27/2012,20
6/4/2012,4/28/2012,20
6/4/2012,4/29/2012,20
6/4/2012,4/30/2012,20
6/4/2012,5/1/2012,26
6/4/2012,5/2/2012,29
6/4/2012,5/3/2012,31
6/4/2012,5/4/2012,38
6/4/2012,5/5/2012,38
6/4/2012,5/6/2012,40
6/4/2012,5/7/2012,43
6/4/2012,5/8/2012,54
6/4/2012,5/9/2012,59
6/4/2012,5/10/2012,63
6/4/2012,5/11/2012,71
6/4/2012,5/12/2012,73
6/4/2012,5/13/2012,77
6/4/2012,5/14/2012,98
6/4/2012,5/15/2012,104
6/4/2012,5/16/2012,112
6/4/2012,5/17/2012,119
6/4/2012,5/18/2012,128
6/4/2012,5/19/2012,132
6/4/2012,5/20/2012,132
6/4/2012,5/21/2012,153
6/4/2012,5/22/2012,166
6/4/2012,5/23/2012,189
6/4/2012,5/24/2012,197
6/4/2012,5/25/2012,209
6/4/2012,5/26/2012,210
6/4/2012,5/27/2012,214
6/4/2012,5/28/2012,214
6/4/2012,5/29/2012,229
6/4/2012,5/30/2012,252
6/4/2012,5/31/2012,269
6/4/2012,6/1/2012,279
6/4/2012,6/2/2012,281
6/4/2012,6/3/2012,291
6/4/2012,6/4/2012,319
6/5/2012,4/6/2012,2
6/5/2012,4/7/2012,2
6/5/2012,4/8/2012,2
6/5/2012,4/9/2012,3
6/5/2012,4/10/2012,3
6/5/2012,4/11/2012,3
6/5/2012,4/12/2012,3
6/5/2012,4/13/2012,3
6/5/2012,4/14/2012,5
6/5/2012,4/15/2012,5
6/5/2012,4/16/2012,6
6/5/2012,4/17/2012,8
6/5/2012,4/18/2012,10
6/5/2012,4/19/2012,10
6/5/2012,4/20/2012,10
6/5/2012,4/21/2012,13
6/5/2012,4/22/2012,13
6/5/2012,4/23/2012,13
6/5/2012,4/24/2012,14
6/5/2012,4/25/2012,14
6/5/2012,4/26/2012,19
6/5/2012,4/27/2012,25
6/5/2012,4/28/2012,25
6/5/2012,4/29/2012,25
6/5/2012,4/30/2012,25
6/5/2012,5/1/2012,31
6/5/2012,5/2/2012,34
6/5/2012,5/3/2012,35
6/5/2012,5/4/2012,42
6/5/2012,5/5/2012,42
6/5/2012,5/6/2012,44
6/5/2012,5/7/2012,52
6/5/2012,5/8/2012,65
6/5/2012,5/9/2012,71
6/5/2012,5/10/2012,75
6/5/2012,5/11/2012,85
6/5/2012,5/12/2012,87
6/5/2012,5/13/2012,91
6/5/2012,5/14/2012,119
6/5/2012,5/15/2012,126
6/5/2012,5/16/2012,134
6/5/2012,5/17/2012,141
6/5/2012,5/18/2012,154
6/5/2012,5/19/2012,159
6/5/2012,5/20/2012,159
6/5/2012,5/21/2012,182
6/5/2012,5/22/2012,195
6/5/2012,5/23/2012,220
6/5/2012,5/24/2012,225
6/5/2012,5/25/2012,236
6/5/2012,5/26/2012,237
6/5/2012,5/27/2012,241
6/5/2012,5/28/2012,242
6/5/2012,5/29/2012,258
6/5/2012,5/30/2012,272
6/5/2012,5/31/2012,287
6/5/2012,6/1/2012,300
6/5/2012,6/2/2012,302
6/5/2012,6/3/2012,311
6/5/2012,6/4/2012,335
6/5/2012,6/5/2012,354
6/6/2012,4/7/2012,0
6/6/2012,4/8/2012,0
6/6/2012,4/9/2012,1
6/6/2012,4/10/2012,1
6/6/2012,4/11/2012,1
6/6/2012,4/12/2012,1
6/6/2012,4/13/2012,1
6/6/2012,4/14/2012,1
6/6/2012,4/15/2012,1
6/6/2012,4/16/2012,2
6/6/2012,4/17/2012,2
6/6/2012,4/18/2012,4
6/6/2012,4/19/2012,4
6/6/2012,4/20/2012,4
6/6/2012,4/21/2012,7
6/6/2012,4/22/2012,7
6/6/2012,4/23/2012,7
6/6/2012,4/24/2012,8
6/6/2012,4/25/2012,8
6/6/2012,4/26/2012,14
6/6/2012,4/27/2012,18
6/6/2012,4/28/2012,18
6/6/2012,4/29/2012,18
6/6/2012,4/30/2012,18
6/6/2012,5/1/2012,20
6/6/2012,5/2/2012,27
6/6/2012,5/3/2012,28
6/6/2012,5/4/2012,31
6/6/2012,5/5/2012,31
6/6/2012,5/6/2012,33
6/6/2012,5/7/2012,38
6/6/2012,5/8/2012,49
6/6/2012,5/9/2012,52
6/6/2012,5/10/2012,56
6/6/2012,5/11/2012,61
6/6/2012,5/12/2012,61
6/6/2012,5/13/2012,64
6/6/2012,5/14/2012,86
6/6/2012,5/15/2012,92
6/6/2012,5/16/2012,100
6/6/2012,5/17/2012,103
6/6/2012,5/18/2012,113
6/6/2012,5/19/2012,118
6/6/2012,5/20/2012,118
6/6/2012,5/21/2012,128
6/6/2012,5/22/2012,140
6/6/2012,5/23/2012,156
6/6/2012,5/24/2012,163
6/6/2012,5/25/2012,173
6/6/2012,5/26/2012,174
6/6/2012,5/27/2012,176
6/6/2012,5/28/2012,177
6/6/2012,5/29/2012,193
6/6/2012,5/30/2012,208
6/6/2012,5/31/2012,231
6/6/2012,6/1/2012,241
6/6/2012,6/2/2012,248
6/6/2012,6/3/2012,254
6/6/2012,6/4/2012,283
6/6/2012,6/5/2012,305
6/6/2012,6/6/2012,335
6/7/2012,4/8/2012,0
6/7/2012,4/9/2012,4
6/7/2012,4/10/2012,4
6/7/2012,4/11/2012,4
6/7/2012,4/12/2012,4
6/7/2012,4/13/2012,4
6/7/2012,4/14/2012,4
6/7/2012,4/15/2012,4
6/7/2012,4/16/2012,4
6/7/2012,4/17/2012,4
6/7/2012,4/18/2012,6
6/7/2012,4/19/2012,6
6/7/2012,4/20/2012,6
6/7/2012,4/21/2012,8
6/7/2012,4/22/2012,8
6/7/2012,4/23/2012,8
6/7/2012,4/24/2012,9
6/7/2012,4/25/2012,9
6/7/2012,4/26/2012,9
6/7/2012,4/27/2012,11
6/7/2012,4/28/2012,11
6/7/2012,4/29/2012,11
6/7/2012,4/30/2012,11
6/7/2012,5/1/2012,11
6/7/2012,5/2/2012,18
6/7/2012,5/3/2012,19
6/7/2012,5/4/2012,22
6/7/2012,5/5/2012,22
6/7/2012,5/6/2012,24
6/7/2012,5/7/2012,24
6/7/2012,5/8/2012,35
6/7/2012,5/9/2012,35
6/7/2012,5/10/2012,37
6/7/2012,5/11/2012,37
6/7/2012,5/12/2012,37
6/7/2012,5/13/2012,39
6/7/2012,5/14/2012,48
6/7/2012,5/15/2012,52
6/7/2012,5/16/2012,57
6/7/2012,5/17/2012,57
6/7/2012,5/18/2012,65
6/7/2012,5/19/2012,67
6/7/2012,5/20/2012,67
6/7/2012,5/21/2012,71
6/7/2012,5/22/2012,81
6/7/2012,5/23/2012,86
6/7/2012,5/24/2012,88
6/7/2012,5/25/2012,91
6/7/2012,5/26/2012,92
6/7/2012,5/27/2012,94
6/7/2012,5/28/2012,96
6/7/2012,5/29/2012,106
6/7/2012,5/30/2012,113
6/7/2012,5/31/2012,117
6/7/2012,6/1/2012,125
6/7/2012,6/2/2012,126
6/7/2012,6/3/2012,134
6/7/2012,6/4/2012,150
6/7/2012,6/5/2012,162
6/7/2012,6/6/2012,168
6/7/2012,6/7/2012,190
6/8/2012,4/9/2012,3
6/8/2012,4/10/2012,3
6/8/2012,4/11/2012,3
6/8/2012,4/12/2012,3
6/8/2012,4/13/2012,3
6/8/2012,4/14/2012,3
6/8/2012,4/15/2012,3
6/8/2012,4/16/2012,3
6/8/2012,4/17/2012,3
6/8/2012,4/18/2012,4
6/8/2012,4/19/2012,4
6/8/2012,4/20/2012,4
6/8/2012,4/21/2012,4
6/8/2012,4/22/2012,4
6/8/2012,4/23/2012,4
6/8/2012,4/24/2012,4
6/8/2012,4/25/2012,4
6/8/2012,4/26/2012,4
6/8/2012,4/27/2012,4
6/8/2012,4/28/2012,4
6/8/2012,4/29/2012,4
6/8/2012,4/30/2012,4
6/8/2012,5/1/2012,4
6/8/2012,5/2/2012,10
6/8/2012,5/3/2012,10
6/8/2012,5/4/2012,11
6/8/2012,5/5/2012,11
6/8/2012,5/6/2012,13
6/8/2012,5/7/2012,15
6/8/2012,5/8/2012,20
6/8/2012,5/9/2012,20
6/8/2012,5/10/2012,20
6/8/2012,5/11/2012,20
6/8/2012,5/12/2012,20
6/8/2012,5/13/2012,22
6/8/2012,5/14/2012,22
6/8/2012,5/15/2012,23
6/8/2012,5/16/2012,26
6/8/2012,5/17/2012,26
6/8/2012,5/18/2012,31
6/8/2012,5/19/2012,33
6/8/2012,5/20/2012,33
6/8/2012,5/21/2012,36
6/8/2012,5/22/2012,36
6/8/2012,5/23/2012,36
6/8/2012,5/24/2012,37
6/8/2012,5/25/2012,38
6/8/2012,5/26/2012,38
6/8/2012,5/27/2012,41
6/8/2012,5/28/2012,42
6/8/2012,5/29/2012,49
6/8/2012,5/30/2012,52
6/8/2012,5/31/2012,64
6/8/2012,6/1/2012,65
6/8/2012,6/2/2012,72
6/8/2012,6/3/2012,79
6/8/2012,6/4/2012,87
6/8/2012,6/5/2012,109
6/8/2012,6/6/2012,116
6/8/2012,6/7/2012,124
6/8/2012,6/8/2012,171
6/9/2012,4/10/2012,0
6/9/2012,4/11/2012,0
6/9/2012,4/12/2012,0
6/9/2012,4/13/2012,0
6/9/2012,4/14/2012,0
6/9/2012,4/15/2012,0
6/9/2012,4/16/2012,0
6/9/2012,4/17/2012,0
6/9/2012,4/18/2012,0
6/9/2012,4/19/2012,0
6/9/2012,4/20/2012,0
6/9/2012,4/21/2012,0
6/9/2012,4/22/2012,0
6/9/2012,4/23/2012,0
6/9/2012,4/24/2012,0
6/9/2012,4/25/2012,0
6/9/2012,4/26/2012,0
6/9/2012,4/27/2012,0
6/9/2012,4/28/2012,0
6/9/2012,4/29/2012,0
6/9/2012,4/30/2012,0
6/9/2012,5/1/2012,0
6/9/2012,5/2/2012,0
6/9/2012,5/3/2012,0
6/9/2012,5/4/2012,1
6/9/2012,5/5/2012,1
6/9/2012,5/6/2012,3
6/9/2012,5/7/2012,5
6/9/2012,5/8/2012,7
6/9/2012,5/9/2012,7
6/9/2012,5/10/2012,7
6/9/2012,5/11/2012,7
6/9/2012,5/12/2012,7
6/9/2012,5/13/2012,7
6/9/2012,5/14/2012,7
6/9/2012,5/15/2012,8
6/9/2012,5/16/2012,13
6/9/2012,5/17/2012,13
6/9/2012,5/18/2012,19
6/9/2012,5/19/2012,22
6/9/2012,5/20/2012,22
6/9/2012,5/21/2012,22
6/9/2012,5/22/2012,22
6/9/2012,5/23/2012,22
6/9/2012,5/24/2012,23
6/9/2012,5/25/2012,23
6/9/2012,5/26/2012,23
6/9/2012,5/27/2012,23
6/9/2012,5/28/2012,24
6/9/2012,5/29/2012,31
6/9/2012,5/30/2012,61
6/9/2012,5/31/2012,61
6/9/2012,6/1/2012,64
6/9/2012,6/2/2012,65
6/9/2012,6/3/2012,72
6/9/2012,6/4/2012,74
6/9/2012,6/5/2012,77
6/9/2012,6/6/2012,77
6/9/2012,6/7/2012,81
6/9/2012,6/8/2012,99
6/9/2012,6/9/2012,138
6/10/2012,4/11/2012,0
6/10/2012,4/12/2012,0
6/10/2012,4/13/2012,0
6/10/2012,4/14/2012,0
6/10/2012,4/15/2012,0
6/10/2012,4/16/2012,0
6/10/2012,4/17/2012,2
6/10/2012,4/18/2012,2
6/10/2012,4/19/2012,2
6/10/2012,4/20/2012,2
6/10/2012,4/21/2012,2
6/10/2012,4/22/2012,2
6/10/2012,4/23/2012,2
6/10/2012,4/24/2012,2
6/10/2012,4/25/2012,2
6/10/2012,4/26/2012,2
6/10/2012,4/27/2012,2
6/10/2012,4/28/2012,2
6/10/2012,4/29/2012,2
6/10/2012,4/30/2012,2
6/10/2012,5/1/2012,2
6/10/2012,5/2/2012,2
6/10/2012,5/3/2012,8
6/10/2012,5/4/2012,9
6/10/2012,5/5/2012,9
6/10/2012,5/6/2012,11
6/10/2012,5/7/2012,11
6/10/2012,5/8/2012,13
6/10/2012,5/9/2012,14
6/10/2012,5/10/2012,14
6/10/2012,5/11/2012,14
6/10/2012,5/12/2012,14
6/10/2012,5/13/2012,14
6/10/2012,5/14/2012,15
6/10/2012,5/15/2012,20
6/10/2012,5/16/2012,28
6/10/2012,5/17/2012,34
6/10/2012,5/18/2012,40
6/10/2012,5/19/2012,43
6/10/2012,5/20/2012,43
6/10/2012,5/21/2012,46
6/10/2012,5/22/2012,52
6/10/2012,5/23/2012,60
6/10/2012,5/24/2012,63
6/10/2012,5/25/2012,69
6/10/2012,5/26/2012,70
6/10/2012,5/27/2012,70
6/10/2012,5/28/2012,70
6/10/2012,5/29/2012,76
6/10/2012,5/30/2012,113
6/10/2012,5/31/2012,119
6/10/2012,6/1/2012,125
6/10/2012,6/2/2012,125
6/10/2012,6/3/2012,129
6/10/2012,6/4/2012,130
6/10/2012,6/5/2012,138
6/10/2012,6/6/2012,142
6/10/2012,6/7/2012,149
6/10/2012,6/8/2012,156
6/10/2012,6/9/2012,160
6/10/2012,6/10/2012,189
6/11/2012,4/12/2012,0
6/11/2012,4/13/2012,0
6/11/2012,4/14/2012,0
6/11/2012,4/15/2012,0
6/11/2012,4/16/2012,0
6/11/2012,4/17/2012,2
6/11/2012,4/18/2012,2
6/11/2012,4/19/2012,4
6/11/2012,4/20/2012,4
6/11/2012,4/21/2012,4
6/11/2012,4/22/2012,4
6/11/2012,4/23/2012,5
6/11/2012,4/24/2012,6
6/11/2012,4/25/2012,6
6/11/2012,4/26/2012,8
6/11/2012,4/27/2012,12
6/11/2012,4/28/2012,12
6/11/2012,4/29/2012,12
6/11/2012,4/30/2012,12
6/11/2012,5/1/2012,13
6/11/2012,5/2/2012,13
6/11/2012,5/3/2012,24
6/11/2012,5/4/2012,25
6/11/2012,5/5/2012,25
6/11/2012,5/6/2012,27
6/11/2012,5/7/2012,27
6/11/2012,5/8/2012,30
6/11/2012,5/9/2012,32
6/11/2012,5/10/2012,34
6/11/2012,5/11/2012,36
6/11/2012,5/12/2012,37
6/11/2012,5/13/2012,37
6/11/2012,5/14/2012,38
6/11/2012,5/15/2012,44
6/11/2012,5/16/2012,57
6/11/2012,5/17/2012,63
6/11/2012,5/18/2012,68
6/11/2012,5/19/2012,71
6/11/2012,5/20/2012,71
6/11/2012,5/21/2012,78
6/11/2012,5/22/2012,85
6/11/2012,5/23/2012,93
6/11/2012,5/24/2012,97
6/11/2012,5/25/2012,106
6/11/2012,5/26/2012,106
6/11/2012,5/27/2012,106
6/11/2012,5/28/2012,107
6/11/2012,5/29/2012,111
6/11/2012,5/30/2012,150
6/11/2012,5/31/2012,162
6/11/2012,6/1/2012,171
6/11/2012,6/2/2012,171
6/11/2012,6/3/2012,174
6/11/2012,6/4/2012,176
6/11/2012,6/5/2012,184
6/11/2012,6/6/2012,188
6/11/2012,6/7/2012,199
6/11/2012,6/8/2012,205
6/11/2012,6/9/2012,206
6/11/2012,6/10/2012,220
6/11/2012,6/11/2012,226
6/12/2012,4/13/2012,0
6/12/2012,4/14/2012,0
6/12/2012,4/15/2012,0
6/12/2012,4/16/2012,0
6/12/2012,4/17/2012,2
6/12/2012,4/18/2012,2
6/12/2012,4/19/2012,4
6/12/2012,4/20/2012,4
6/12/2012,4/21/2012,4
6/12/2012,4/22/2012,4
6/12/2012,4/23/2012,4
6/12/2012,4/24/2012,5
6/12/2012,4/25/2012,5
6/12/2012,4/26/2012,7
6/12/2012,4/27/2012,11
6/12/2012,4/28/2012,11
6/12/2012,4/29/2012,11
6/12/2012,4/30/2012,11
6/12/2012,5/1/2012,12
6/12/2012,5/2/2012,13
6/12/2012,5/3/2012,26
6/12/2012,5/4/2012,26
6/12/2012,5/5/2012,26
6/12/2012,5/6/2012,28
6/12/2012,5/7/2012,28
6/12/2012,5/8/2012,31
6/12/2012,5/9/2012,35
6/12/2012,5/10/2012,37
6/12/2012,5/11/2012,39
6/12/2012,5/12/2012,40
6/12/2012,5/13/2012,40
6/12/2012,5/14/2012,43
6/12/2012,5/15/2012,50
6/12/2012,5/16/2012,66
6/12/2012,5/17/2012,73
6/12/2012,5/18/2012,76
6/12/2012,5/19/2012,79
6/12/2012,5/20/2012,79
6/12/2012,5/21/2012,86
6/12/2012,5/22/2012,92
6/12/2012,5/23/2012,101
6/12/2012,5/24/2012,105
6/12/2012,5/25/2012,112
6/12/2012,5/26/2012,112
6/12/2012,5/27/2012,112
6/12/2012,5/28/2012,113
6/12/2012,5/29/2012,121
6/12/2012,5/30/2012,160
6/12/2012,5/31/2012,167
6/12/2012,6/1/2012,172
6/12/2012,6/2/2012,172
6/12/2012,6/3/2012,175
6/12/2012,6/4/2012,177
